country,date,cases,events
Algeria,2020-02-23,0,
Algeria,2020-02-24,0,
Algeria,2020-02-25,1,
Algeria,2020-02-26,1,
Algeria,2020-02-27,1,
Algeria,2020-02-28,1,
Algeria,2020-02-29,1,
Algeria,2020-03-01,1,
Algeria,2020-03-02,3,
Algeria,2020-03-03,5,
Algeria,2020-03-04,12,
Algeria,2020-03-05,12,
Algeria,2020-03-06,17,
Algeria,2020-03-07,17,
Algeria,2020-03-08,19,
Algeria,2020-03-09,20,
Algeria,2020-03-10,20,
Algeria,2020-03-11,20,
Algeria,2020-03-12,24,
Algeria,2020-03-13,26,
Algeria,2020-03-14,37,
Algeria,2020-03-15,48,
Algeria,2020-03-16,54,
Algeria,2020-03-17,60,
Algeria,2020-03-18,74,
Algeria,2020-03-19,87,
Algeria,2020-03-20,90,
Algeria,2020-03-21,139,
Algeria,2020-03-22,201,
Algeria,2020-03-23,230,
Algeria,2020-03-24,264,
Algeria,2020-03-25,302,
Andorra,2020-01-22,0,
Andorra,2020-01-23,0,
Andorra,2020-01-24,0,
Andorra,2020-01-25,0,
Andorra,2020-01-26,0,
Andorra,2020-01-27,0,
Andorra,2020-01-28,0,
Andorra,2020-01-29,0,
Andorra,2020-01-30,0,
Andorra,2020-01-31,0,
Andorra,2020-02-01,0,
Andorra,2020-02-02,0,
Andorra,2020-02-03,0,
Andorra,2020-02-04,0,
Andorra,2020-02-05,0,
Andorra,2020-02-06,0,
Andorra,2020-02-07,0,
Andorra,2020-02-08,0,
Andorra,2020-02-09,0,
Andorra,2020-02-10,0,
Andorra,2020-02-11,0,
Andorra,2020-02-12,0,
Andorra,2020-02-13,0,
Andorra,2020-02-14,0,
Andorra,2020-02-15,0,
Andorra,2020-02-16,0,
Andorra,2020-02-17,0,
Andorra,2020-02-18,0,
Andorra,2020-02-19,0,
Andorra,2020-02-20,0,
Andorra,2020-02-21,0,
Andorra,2020-02-22,0,
Andorra,2020-02-23,0,
Andorra,2020-02-24,0,
Andorra,2020-02-25,0,
Andorra,2020-02-26,0,
Andorra,2020-02-27,0,
Andorra,2020-02-28,0,
Andorra,2020-02-29,0,
Andorra,2020-03-01,0,
Andorra,2020-03-02,1,
Andorra,2020-03-03,1,
Andorra,2020-03-04,1,
Andorra,2020-03-05,1,
Andorra,2020-03-06,1,
Andorra,2020-03-07,1,
Andorra,2020-03-08,1,
Andorra,2020-03-09,1,
Andorra,2020-03-10,1,
Andorra,2020-03-11,1,
Andorra,2020-03-12,1,
Andorra,2020-03-13,1,
Andorra,2020-03-14,1,
Andorra,2020-03-15,1,
Andorra,2020-03-16,2,
Andorra,2020-03-17,39,
Andorra,2020-03-18,39,
Andorra,2020-03-19,53,
Andorra,2020-03-20,75,
Andorra,2020-03-21,88,
Andorra,2020-03-22,113,
Andorra,2020-03-23,133,
Andorra,2020-03-24,164,
Andorra,2020-03-25,188,
Angola,2020-01-22,0,
Angola,2020-01-23,0,
Angola,2020-01-24,0,
Angola,2020-01-25,0,
Angola,2020-01-26,0,
Angola,2020-01-27,0,
Angola,2020-01-28,0,
Angola,2020-01-29,0,
Angola,2020-01-30,0,
Angola,2020-01-31,0,
Angola,2020-02-01,0,
Angola,2020-02-02,0,
Angola,2020-02-03,0,
Angola,2020-02-04,0,
Angola,2020-02-05,0,
Angola,2020-02-06,0,
Angola,2020-02-07,0,
Angola,2020-02-08,0,
Angola,2020-02-09,0,
Angola,2020-02-10,0,
Angola,2020-02-11,0,
Angola,2020-02-12,0,
Angola,2020-02-13,0,
Angola,2020-02-14,0,
Angola,2020-02-15,0,
Angola,2020-02-16,0,
Angola,2020-02-17,0,
Angola,2020-02-18,0,
Angola,2020-02-19,0,
Angola,2020-02-20,0,
Angola,2020-02-21,0,
Angola,2020-02-22,0,
Angola,2020-02-23,0,
Angola,2020-02-24,0,
Angola,2020-02-25,0,
Angola,2020-02-26,0,
Angola,2020-02-27,0,
Angola,2020-02-28,0,
Angola,2020-02-29,0,
Angola,2020-03-01,0,
Angola,2020-03-02,0,
Angola,2020-03-03,0,
Angola,2020-03-04,0,
Angola,2020-03-05,0,
Angola,2020-03-06,0,
Angola,2020-03-07,0,
Angola,2020-03-08,0,
Angola,2020-03-09,0,
Angola,2020-03-10,0,
Angola,2020-03-11,0,
Angola,2020-03-12,0,
Angola,2020-03-13,0,
Angola,2020-03-14,0,
Angola,2020-03-15,0,
Angola,2020-03-16,0,
Angola,2020-03-17,0,
Angola,2020-03-18,0,
Angola,2020-03-19,0,
Angola,2020-03-20,1,
Angola,2020-03-21,2,
Angola,2020-03-22,2,
Angola,2020-03-23,3,
Angola,2020-03-24,3,
Angola,2020-03-25,3,
Antigua and Barbuda,2020-01-22,0,
Antigua and Barbuda,2020-01-23,0,
Antigua and Barbuda,2020-01-24,0,
Antigua and Barbuda,2020-01-25,0,
Antigua and Barbuda,2020-01-26,0,
Antigua and Barbuda,2020-01-27,0,
Antigua and Barbuda,2020-01-28,0,
Antigua and Barbuda,2020-01-29,0,
Antigua and Barbuda,2020-01-30,0,
Antigua and Barbuda,2020-01-31,0,
Antigua and Barbuda,2020-02-01,0,
Antigua and Barbuda,2020-02-02,0,
Antigua and Barbuda,2020-02-03,0,
Antigua and Barbuda,2020-02-04,0,
Antigua and Barbuda,2020-02-05,0,
Antigua and Barbuda,2020-02-06,0,
Antigua and Barbuda,2020-02-07,0,
Antigua and Barbuda,2020-02-08,0,
Antigua and Barbuda,2020-02-09,0,
Antigua and Barbuda,2020-02-10,0,
Antigua and Barbuda,2020-02-11,0,
Antigua and Barbuda,2020-02-12,0,
Antigua and Barbuda,2020-02-13,0,
Antigua and Barbuda,2020-02-14,0,
Antigua and Barbuda,2020-02-15,0,
Antigua and Barbuda,2020-02-16,0,
Antigua and Barbuda,2020-02-17,0,
Antigua and Barbuda,2020-02-18,0,
Antigua and Barbuda,2020-02-19,0,
Antigua and Barbuda,2020-02-20,0,
Antigua and Barbuda,2020-02-21,0,
Antigua and Barbuda,2020-02-22,0,
Antigua and Barbuda,2020-02-23,0,
Antigua and Barbuda,2020-02-24,0,
Antigua and Barbuda,2020-02-25,0,
Antigua and Barbuda,2020-02-26,0,
Antigua and Barbuda,2020-02-27,0,
Antigua and Barbuda,2020-02-28,0,
Antigua and Barbuda,2020-02-29,0,
Antigua and Barbuda,2020-03-01,0,
Antigua and Barbuda,2020-03-02,0,
Antigua and Barbuda,2020-03-03,0,
Antigua and Barbuda,2020-03-04,0,
Antigua and Barbuda,2020-03-05,0,
Antigua and Barbuda,2020-03-06,0,
Antigua and Barbuda,2020-03-07,0,
Antigua and Barbuda,2020-03-08,0,
Antigua and Barbuda,2020-03-09,0,
Antigua and Barbuda,2020-03-10,0,
Antigua and Barbuda,2020-03-11,0,
Antigua and Barbuda,2020-03-12,0,
Antigua and Barbuda,2020-03-13,1,
Antigua and Barbuda,2020-03-14,1,
Antigua and Barbuda,2020-03-15,1,
Antigua and Barbuda,2020-03-16,1,
Antigua and Barbuda,2020-03-17,1,
Antigua and Barbuda,2020-03-18,1,
Antigua and Barbuda,2020-03-19,1,
Antigua and Barbuda,2020-03-20,1,
Antigua and Barbuda,2020-03-21,1,
Antigua and Barbuda,2020-03-22,1,
Antigua and Barbuda,2020-03-23,3,
Antigua and Barbuda,2020-03-24,3,
Antigua and Barbuda,2020-03-25,3,
Argentina,2020-01-22,0,
Argentina,2020-01-23,0,
Argentina,2020-01-24,0,
Argentina,2020-01-25,0,
Argentina,2020-01-26,0,
Argentina,2020-01-27,0,
Argentina,2020-01-28,0,
Argentina,2020-01-29,0,
Argentina,2020-01-30,0,
Argentina,2020-01-31,0,
Argentina,2020-02-01,0,
Argentina,2020-02-02,0,
Argentina,2020-02-03,0,
Argentina,2020-02-04,0,
Argentina,2020-02-05,0,
Argentina,2020-02-06,0,
Argentina,2020-02-07,0,
Argentina,2020-02-08,0,
Argentina,2020-02-09,0,
Argentina,2020-02-10,0,
Argentina,2020-02-11,0,
Argentina,2020-02-12,0,
Argentina,2020-02-13,0,
Argentina,2020-02-14,0,
Argentina,2020-02-15,0,
Argentina,2020-02-16,0,
Argentina,2020-02-17,0,
Argentina,2020-02-18,0,
Argentina,2020-02-19,0,
Argentina,2020-02-20,0,
Argentina,2020-02-21,0,
Argentina,2020-02-22,0,
Argentina,2020-02-23,0,
Argentina,2020-02-24,0,
Argentina,2020-02-25,0,
Argentina,2020-02-26,0,
Argentina,2020-02-27,0,
Argentina,2020-02-28,0,
Argentina,2020-02-29,0,
Argentina,2020-03-01,0,
Argentina,2020-03-02,0,
Argentina,2020-03-03,1,
Argentina,2020-03-04,1,
Argentina,2020-03-05,1,
Argentina,2020-03-06,2,
Argentina,2020-03-07,8,
Argentina,2020-03-08,12,
Argentina,2020-03-09,12,
Argentina,2020-03-10,17,
Argentina,2020-03-11,19,
Argentina,2020-03-12,19,
Argentina,2020-03-13,31,
Argentina,2020-03-14,34,
Argentina,2020-03-15,45,
Argentina,2020-03-16,56,
Argentina,2020-03-17,68,
Argentina,2020-03-18,79,
Argentina,2020-03-19,97,
Argentina,2020-03-20,128,
Argentina,2020-03-21,158,
Argentina,2020-03-22,266,
Argentina,2020-03-23,301,
Argentina,2020-03-24,387,
Argentina,2020-03-25,387,
Armenia,2020-01-22,0,
Armenia,2020-01-23,0,
Armenia,2020-01-24,0,
Armenia,2020-01-25,0,
Armenia,2020-01-26,0,
Armenia,2020-01-27,0,
Armenia,2020-01-28,0,
Armenia,2020-01-29,0,
Armenia,2020-01-30,0,
Armenia,2020-01-31,0,
Armenia,2020-02-01,0,
Armenia,2020-02-02,0,
Armenia,2020-02-03,0,
Armenia,2020-02-04,0,
Armenia,2020-02-05,0,
Armenia,2020-02-06,0,
Armenia,2020-02-07,0,
Armenia,2020-02-08,0,
Armenia,2020-02-09,0,
Armenia,2020-02-10,0,
Armenia,2020-02-11,0,
Armenia,2020-02-12,0,
Armenia,2020-02-13,0,
Armenia,2020-02-14,0,
Armenia,2020-02-15,0,
Armenia,2020-02-16,0,
Armenia,2020-02-17,0,
Armenia,2020-02-18,0,
Armenia,2020-02-19,0,
Armenia,2020-02-20,0,
Armenia,2020-02-21,0,
Armenia,2020-02-22,0,
Armenia,2020-02-23,0,
Armenia,2020-02-24,0,
Armenia,2020-02-25,0,
Armenia,2020-02-26,0,
Armenia,2020-02-27,0,
Armenia,2020-02-28,0,
Armenia,2020-02-29,0,
Armenia,2020-03-01,1,
Armenia,2020-03-02,1,
Armenia,2020-03-03,1,
Armenia,2020-03-04,1,
Armenia,2020-03-05,1,
Armenia,2020-03-06,1,
Armenia,2020-03-07,1,
Armenia,2020-03-08,1,
Armenia,2020-03-09,1,
Armenia,2020-03-10,1,
Armenia,2020-03-11,1,
Armenia,2020-03-12,4,
Armenia,2020-03-13,8,
Armenia,2020-03-14,18,
Armenia,2020-03-15,26,
Armenia,2020-03-16,52,
Armenia,2020-03-17,78,
Armenia,2020-03-18,84,
Armenia,2020-03-19,115,
Armenia,2020-03-20,136,
Armenia,2020-03-21,160,
Armenia,2020-03-22,194,
Armenia,2020-03-23,235,
Armenia,2020-03-24,249,
Armenia,2020-03-25,265,
Australia,2020-01-22,0,
Australia,2020-01-23,0,
Australia,2020-01-24,0,
Australia,2020-01-25,0,
Australia,2020-01-26,0,
Australia,2020-01-27,0,
Australia,2020-01-28,0,
Australia,2020-01-29,0,
Australia,2020-01-30,0,
Australia,2020-01-31,0,
Australia,2020-02-01,0,
Australia,2020-02-02,0,
Australia,2020-02-03,0,
Australia,2020-02-04,0,
Australia,2020-02-05,0,
Australia,2020-02-06,0,
Australia,2020-02-07,0,
Australia,2020-02-08,0,
Australia,2020-02-09,0,
Australia,2020-02-10,0,
Australia,2020-02-11,0,
Australia,2020-02-12,0,
Australia,2020-02-13,0,
Australia,2020-02-14,0,
Australia,2020-02-15,0,
Australia,2020-02-16,0,
Australia,2020-02-17,0,
Australia,2020-02-18,0,
Australia,2020-02-19,0,
Australia,2020-02-20,0,
Australia,2020-02-21,0,
Australia,2020-02-22,0,
Australia,2020-02-23,0,
Australia,2020-02-24,0,
Australia,2020-02-25,0,
Australia,2020-02-26,0,
Australia,2020-02-27,0,
Australia,2020-02-28,0,
Australia,2020-02-29,0,
Australia,2020-03-01,0,
Australia,2020-03-02,0,
Australia,2020-03-03,0,
Australia,2020-03-04,0,
Australia,2020-03-05,0,
Australia,2020-03-06,0,
Australia,2020-03-07,0,
Australia,2020-03-08,0,
Australia,2020-03-09,0,
Australia,2020-03-10,0,
Australia,2020-03-11,0,
Australia,2020-03-12,0,
Australia,2020-03-13,1,
Australia,2020-03-14,1,
Australia,2020-03-15,1,
Australia,2020-03-16,1,
Australia,2020-03-17,1,
Australia,2020-03-18,1,
Australia,2020-03-19,1,
Australia,2020-03-20,3,
Australia,2020-03-21,3,
Australia,2020-03-22,5,
Australia,2020-03-23,5,
Australia,2020-03-24,6,
Australia,2020-03-25,6,
Austria,2020-01-22,0,
Austria,2020-01-23,0,
Austria,2020-01-24,0,
Austria,2020-01-25,0,
Austria,2020-01-26,0,
Austria,2020-01-27,0,
Austria,2020-01-28,0,
Austria,2020-01-29,0,
Austria,2020-01-30,0,
Austria,2020-01-31,0,
Austria,2020-02-01,0,
Austria,2020-02-02,0,
Austria,2020-02-03,0,
Austria,2020-02-04,0,
Austria,2020-02-05,0,
Austria,2020-02-06,0,
Austria,2020-02-07,0,
Austria,2020-02-08,0,
Austria,2020-02-09,0,
Austria,2020-02-10,0,
Austria,2020-02-11,0,
Austria,2020-02-12,0,
Austria,2020-02-13,0,
Austria,2020-02-14,0,
Austria,2020-02-15,0,
Austria,2020-02-16,0,
Austria,2020-02-17,0,
Austria,2020-02-18,0,
Austria,2020-02-19,0,
Austria,2020-02-20,0,
Austria,2020-02-21,0,
Austria,2020-02-22,0,
Austria,2020-02-23,0,
Austria,2020-02-24,0,
Austria,2020-02-25,2,
Austria,2020-02-26,2,
Austria,2020-02-27,3,
Austria,2020-02-28,3,
Austria,2020-02-29,9,
Austria,2020-03-01,14,
Austria,2020-03-02,18,
Austria,2020-03-03,21,
Austria,2020-03-04,29,
Austria,2020-03-05,41,
Austria,2020-03-06,55,
Austria,2020-03-07,79,
Austria,2020-03-08,104,
Austria,2020-03-09,131,
Austria,2020-03-10,182,
Austria,2020-03-11,246,
Austria,2020-03-12,302,
Austria,2020-03-13,504,
Austria,2020-03-14,655,
Austria,2020-03-15,860,
Austria,2020-03-16,1018,
Austria,2020-03-17,1332,
Austria,2020-03-18,1646,
Austria,2020-03-19,2013,
Austria,2020-03-20,2388,
Austria,2020-03-21,2814,
Austria,2020-03-22,3582,
Austria,2020-03-23,4474,
Austria,2020-03-24,5283,
Austria,2020-03-25,5588,
Azerbaijan,2020-01-22,0,
Azerbaijan,2020-01-23,0,
Azerbaijan,2020-01-24,0,
Azerbaijan,2020-01-25,0,
Azerbaijan,2020-01-26,0,
Azerbaijan,2020-01-27,0,
Azerbaijan,2020-01-28,0,
Azerbaijan,2020-01-29,0,
Azerbaijan,2020-01-30,0,
Azerbaijan,2020-01-31,0,
Azerbaijan,2020-02-01,0,
Azerbaijan,2020-02-02,0,
Azerbaijan,2020-02-03,0,
Azerbaijan,2020-02-04,0,
Azerbaijan,2020-02-05,0,
Azerbaijan,2020-02-06,0,
Azerbaijan,2020-02-07,0,
Azerbaijan,2020-02-08,0,
Azerbaijan,2020-02-09,0,
Azerbaijan,2020-02-10,0,
Azerbaijan,2020-02-11,0,
Azerbaijan,2020-02-12,0,
Azerbaijan,2020-02-13,0,
Azerbaijan,2020-02-14,0,
Azerbaijan,2020-02-15,0,
Azerbaijan,2020-02-16,0,
Azerbaijan,2020-02-17,0,
Azerbaijan,2020-02-18,0,
Azerbaijan,2020-02-19,0,
Azerbaijan,2020-02-20,0,
Azerbaijan,2020-02-21,0,
Azerbaijan,2020-02-22,0,
Azerbaijan,2020-02-23,0,
Azerbaijan,2020-02-24,0,
Azerbaijan,2020-02-25,0,
Azerbaijan,2020-02-26,0,
Azerbaijan,2020-02-27,0,
Azerbaijan,2020-02-28,0,
Azerbaijan,2020-02-29,0,
Azerbaijan,2020-03-01,3,
Azerbaijan,2020-03-02,3,
Azerbaijan,2020-03-03,3,
Azerbaijan,2020-03-04,3,
Azerbaijan,2020-03-05,6,
Azerbaijan,2020-03-06,6,
Azerbaijan,2020-03-07,9,
Azerbaijan,2020-03-08,9,
Azerbaijan,2020-03-09,9,
Azerbaijan,2020-03-10,11,
Azerbaijan,2020-03-11,11,
Azerbaijan,2020-03-12,11,
Azerbaijan,2020-03-13,15,
Azerbaijan,2020-03-14,15,
Azerbaijan,2020-03-15,23,
Azerbaijan,2020-03-16,28,
Azerbaijan,2020-03-17,28,
Azerbaijan,2020-03-18,28,
Azerbaijan,2020-03-19,44,
Azerbaijan,2020-03-20,44,
Azerbaijan,2020-03-21,53,
Azerbaijan,2020-03-22,65,
Azerbaijan,2020-03-23,72,
Azerbaijan,2020-03-24,87,
Azerbaijan,2020-03-25,93,
Bahamas,2020-01-22,0,
Bahamas,2020-01-23,0,
Bahamas,2020-01-24,0,
Bahamas,2020-01-25,0,
Bahamas,2020-01-26,0,
Bahamas,2020-01-27,0,
Bahamas,2020-01-28,0,
Bahamas,2020-01-29,0,
Bahamas,2020-01-30,0,
Bahamas,2020-01-31,0,
Bahamas,2020-02-01,0,
Bahamas,2020-02-02,0,
Bahamas,2020-02-03,0,
Bahamas,2020-02-04,0,
Bahamas,2020-02-05,0,
Bahamas,2020-02-06,0,
Bahamas,2020-02-07,0,
Bahamas,2020-02-08,0,
Bahamas,2020-02-09,0,
Bahamas,2020-02-10,0,
Bahamas,2020-02-11,0,
Bahamas,2020-02-12,0,
Bahamas,2020-02-13,0,
Bahamas,2020-02-14,0,
Bahamas,2020-02-15,0,
Bahamas,2020-02-16,0,
Bahamas,2020-02-17,0,
Bahamas,2020-02-18,0,
Bahamas,2020-02-19,0,
Bahamas,2020-02-20,0,
Bahamas,2020-02-21,0,
Bahamas,2020-02-22,0,
Bahamas,2020-02-23,0,
Bahamas,2020-02-24,0,
Bahamas,2020-02-25,0,
Bahamas,2020-02-26,0,
Bahamas,2020-02-27,0,
Bahamas,2020-02-28,0,
Bahamas,2020-02-29,0,
Bahamas,2020-03-01,0,
Bahamas,2020-03-02,0,
Bahamas,2020-03-03,0,
Bahamas,2020-03-04,0,
Bahamas,2020-03-05,0,
Bahamas,2020-03-06,0,
Bahamas,2020-03-07,0,
Bahamas,2020-03-08,0,
Bahamas,2020-03-09,0,
Bahamas,2020-03-10,0,
Bahamas,2020-03-11,0,
Bahamas,2020-03-12,0,
Bahamas,2020-03-13,0,
Bahamas,2020-03-14,0,
Bahamas,2020-03-15,0,
Bahamas,2020-03-16,1,
Bahamas,2020-03-17,1,
Bahamas,2020-03-18,1,
Bahamas,2020-03-19,3,
Bahamas,2020-03-20,3,
Bahamas,2020-03-21,4,
Bahamas,2020-03-22,4,
Bahamas,2020-03-23,4,
Bahamas,2020-03-24,5,
Bahamas,2020-03-25,5,
Bahrain,2020-01-22,0,
Bahrain,2020-01-23,0,
Bahrain,2020-01-24,0,
Bahrain,2020-01-25,0,
Bahrain,2020-01-26,0,
Bahrain,2020-01-27,0,
Bahrain,2020-01-28,0,
Bahrain,2020-01-29,0,
Bahrain,2020-01-30,0,
Bahrain,2020-01-31,0,
Bahrain,2020-02-01,0,
Bahrain,2020-02-02,0,
Bahrain,2020-02-03,0,
Bahrain,2020-02-04,0,
Bahrain,2020-02-05,0,
Bahrain,2020-02-06,0,
Bahrain,2020-02-07,0,
Bahrain,2020-02-08,0,
Bahrain,2020-02-09,0,
Bahrain,2020-02-10,0,
Bahrain,2020-02-11,0,
Bahrain,2020-02-12,0,
Bahrain,2020-02-13,0,
Bahrain,2020-02-14,0,
Bahrain,2020-02-15,0,
Bahrain,2020-02-16,0,
Bahrain,2020-02-17,0,
Bahrain,2020-02-18,0,
Bahrain,2020-02-19,0,
Bahrain,2020-02-20,0,
Bahrain,2020-02-21,0,
Bahrain,2020-02-22,0,
Bahrain,2020-02-23,0,
Bahrain,2020-02-24,1,
Bahrain,2020-02-25,23,
Bahrain,2020-02-26,33,
Bahrain,2020-02-27,33,
Bahrain,2020-02-28,36,
Bahrain,2020-02-29,41,
Bahrain,2020-03-01,47,
Bahrain,2020-03-02,49,
Bahrain,2020-03-03,49,
Bahrain,2020-03-04,52,
Bahrain,2020-03-05,55,
Bahrain,2020-03-06,60,
Bahrain,2020-03-07,85,
Bahrain,2020-03-08,85,
Bahrain,2020-03-09,95,
Bahrain,2020-03-10,110,
Bahrain,2020-03-11,195,
Bahrain,2020-03-12,195,
Bahrain,2020-03-13,195,
Bahrain,2020-03-14,210,
Bahrain,2020-03-15,214,
Bahrain,2020-03-16,214,
Bahrain,2020-03-17,228,
Bahrain,2020-03-18,256,
Bahrain,2020-03-19,278,
Bahrain,2020-03-20,285,
Bahrain,2020-03-21,305,
Bahrain,2020-03-22,334,
Bahrain,2020-03-23,377,
Bahrain,2020-03-24,392,
Bahrain,2020-03-25,419,
Bangladesh,2020-01-22,0,
Bangladesh,2020-01-23,0,
Bangladesh,2020-01-24,0,
Bangladesh,2020-01-25,0,
Bangladesh,2020-01-26,0,
Bangladesh,2020-01-27,0,
Bangladesh,2020-01-28,0,
Bangladesh,2020-01-29,0,
Bangladesh,2020-01-30,0,
Bangladesh,2020-01-31,0,
Bangladesh,2020-02-01,0,
Bangladesh,2020-02-02,0,
Bangladesh,2020-02-03,0,
Bangladesh,2020-02-04,0,
Bangladesh,2020-02-05,0,
Bangladesh,2020-02-06,0,
Bangladesh,2020-02-07,0,
Bangladesh,2020-02-08,0,
Bangladesh,2020-02-09,0,
Bangladesh,2020-02-10,0,
Bangladesh,2020-02-11,0,
Bangladesh,2020-02-12,0,
Bangladesh,2020-02-13,0,
Bangladesh,2020-02-14,0,
Bangladesh,2020-02-15,0,
Bangladesh,2020-02-16,0,
Bangladesh,2020-02-17,0,
Bangladesh,2020-02-18,0,
Bangladesh,2020-02-19,0,
Bangladesh,2020-02-20,0,
Bangladesh,2020-02-21,0,
Bangladesh,2020-02-22,0,
Bangladesh,2020-02-23,0,
Bangladesh,2020-02-24,0,
Bangladesh,2020-02-25,0,
Bangladesh,2020-02-26,0,
Bangladesh,2020-02-27,0,
Bangladesh,2020-02-28,0,
Bangladesh,2020-02-29,0,
Bangladesh,2020-03-01,0,
Bangladesh,2020-03-02,0,
Bangladesh,2020-03-03,0,
Bangladesh,2020-03-04,0,
Bangladesh,2020-03-05,0,
Bangladesh,2020-03-06,0,
Bangladesh,2020-03-07,0,
Bangladesh,2020-03-08,3,
Bangladesh,2020-03-09,3,
Bangladesh,2020-03-10,3,
Bangladesh,2020-03-11,3,
Bangladesh,2020-03-12,3,
Bangladesh,2020-03-13,3,
Bangladesh,2020-03-14,3,
